,Skill cat: Administration,Skill cat: Analysis,Skill cat: Business,Skill cat: Customer and Client Support,"Skill cat: Economics, Policy, and Social Studies",Skill cat: Education and Training,Skill cat: Energy and Utilities,Skill cat: Engineering,Skill cat: Environment,Skill cat: Finance,Skill cat: Health Care,Skill cat: Human Resources,"Skill cat: Law, Regulation, and Compliance","Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Media and Communications,"Skill cat: Performing Arts, Sports, and Recreation",Skill cat: Personal Care and Services,Skill cat: Public Safety and National Security,Skill cat: Sales,Skill cat: Science and Research,Skill cat: Social and Human Services,"Skill cat: Transportation, Supply Chain, and Logistics"
2023-01-01,1.1915322314564807,-19.885699215437377,-96.8406880621752,0.5609128747519057,-4.217693631177479,0.20359482274010923,0.022549016899206548,0.20416284617330333,-1.5262869998375894,0.7282017157028341,1.576019656429984,-9.62089472525083,0.5517307464731476,0.28325980401007145,-14.747995362368412,0.3637762768581185,0.8835184727762299,-0.6665795737727811,-0.577649993349699,-3.8190444115440183,1.168652652200159,0.24721487425811645,-2.196496152005451,0.021429072947334815
2023-02-01,1.288369392296974,-23.549994840269196,-114.62713588055976,0.5691595938549096,-4.9937250000116125,0.20263976160694291,0.02270242252911836,0.20485114396696777,-1.80735420733786,0.7467296173539713,1.7139061299501541,-11.388880576785805,0.5490739554187313,0.28755726618256094,-17.470365888015426,0.3646973124298023,0.8847740089363892,-0.7878330341690556,-0.6837822964698825,-4.525574590008818,1.2829697155778441,0.24732943716808692,-2.6012803351918277,-0.04651875906832903
2023-03-01,1.3799886304949998,-27.517572277926725,-133.8846086675238,0.5784419294325318,-5.833318610135075,0.20225336566556917,0.022761752025386404,0.20634724116850037,-2.111834261098337,0.762369630545253,1.8352615023363257,-13.30154863867914,0.5507041442146711,0.29188883758499423,-20.418655108502442,0.36164338274029645,0.881235100705956,-0.9189772584709609,-0.7987092786479089,-5.292732349108745,1.4008815985847005,0.2502530364532151,-3.0395335044153597,-0.10944079667230255
2023-04-01,1.466621038525043,-31.782816604622827,-154.58652809203485,0.5884071378926823,-6.736498989754735,0.20483102692924957,0.02281271443786276,0.20951605863281558,-2.4396754447469258,0.7916288118686129,1.9450680962894116,-15.35785535769258,0.5588770159985988,0.29664543634456536,-23.590696706282653,0.36070403252135236,0.886624324240821,-1.0601056703304175,-0.9230012275522356,-6.119277103093092,1.5191459147371913,0.25589839841914147,-3.5112209016717464,-0.15395355033121172
2023-05-01,1.5488896273394737,-36.345344907049814,-176.72993511783287,0.6008129347152605,-7.70349661486367,0.20914158251912685,0.022961909588881217,0.21237276269825675,-2.7906232087047926,0.8391586970471043,2.0669353153448053,-17.557198661392828,0.5706850582146116,0.30158691036949375,-26.98903298252788,0.3630908674812912,0.9056222581877266,-1.2106885095012776,-1.0566426804050304,-7.00354645435313,1.640625997216142,0.26025235305409034,-4.016326546997629,-0.18972115707776827
2023-06-01,1.6180312000913526,-41.20729205744383,-200.33353961463462,0.6114802236959964,-8.734907968595726,0.21156541914659316,0.023246653508640913,0.21475904239957816,-3.164553071215151,0.8918555345911792,2.201233496940464,-19.90038914781473,0.5824407337625874,0.30530726698774585,-30.616667013658642,0.3584434918053449,0.9273892957618602,-1.3711141209106392,-1.1991340373705819,-7.944898031826088,1.7624439006238979,0.262123694208818,-4.554824626997701,-0.22049874053766239
2023-07-01,1.6714065005080498,-46.3690867070848,-225.40021104037046,0.614344714746197,-9.829711690748281,0.2164228950855235,0.023379923575822054,0.2172924676586144,-3.561615531976798,0.9381916581249476,2.3547231185568505,-22.387235497900267,0.5924001749775837,0.30723204989672215,-34.47455625518918,0.34939492446803233,0.9511142259043621,-1.5415454929927095,-1.3499499279982077,-8.94290742185052,1.8832425822717407,0.26287805927688407,-5.126691781448443,-0.24816844391422532
2023-08-01,1.714344107064246,-51.832165770410626,-251.92232208020098,0.6094120022437544,-10.986870672791609,0.22264712359714614,0.023554541812137966,0.2186334809484736,-3.9819978840032277,0.9797582169179728,2.5505867509354503,-25.017182891203493,0.5968096266951252,0.31043317129862363,-38.56128021008134,0.3475135707217844,0.9782405332370542,-1.721716728948963,-1.508993742916277,-9.998410117289714,2.0044108299221235,0.2636659322373641,-5.731897340358567,-0.2762650863504327
2023-09-01,1.7497878777651494,-57.59660702922455,-279.88870499543003,0.6003235659125624,-12.206674342776129,0.22358642905428397,0.024099875407693268,0.22140158177336206,-4.425894819520592,1.0266588761907969,2.7621866229651246,-27.78985726638302,0.5931778146247159,0.31627942865578607,-42.8723946174908,0.34957619342421026,1.0018259305348685,-1.911808949720979,-1.6763707865793367,-11.113307572823226,2.1207570999730327,0.265104405697599,-6.3703987637018304,-0.29480943572283513
2023-10-01,1.7760084683552302,-63.663054159163075,-309.3045587068058,0.5988669740395547,-13.48994668174019,0.22086789661313816,0.024623293308710242,0.2249743257115107,-4.893312591939599,1.085117678096716,2.950459520659243,-30.705386918443647,0.5866236543898589,0.320029892352057,-47.40705224092498,0.350381636624525,1.0151921693579604,-2.1115888473265727,-1.8521679794169197,-12.288647520086775,2.2289686867980243,0.265472523505176,-7.042153675757392,-0.29858980292976844
2023-11-01,1.7936232720003646,-70.03196464636711,-340.19040788335604,0.6156562536824497,-14.837714094667204,0.21789775715023232,0.025201285016026552,0.22577901549447787,-5.383977133837627,1.1468651316306355,3.115482127698583,-33.76432282429787,0.5846871748495698,0.32198249752604535,-52.1676857494483,0.34759090687763494,1.013855615252878,-2.321152480806123,-2.0363692163706424,-13.524715865381935,2.3412169005141417,0.2651555720410274,-7.747137502852989,-0.2948659771937141
2023-12-01,1.8055582637582743,-76.6991492874929,-372.56052294265993,0.639917560050738,-16.249703643995073,0.21614490506027212,0.02571439331694566,0.2251623119200206,-5.897620402887781,1.1910133365981894,3.242784513965592,-36.96641101146684,0.5863743151198222,0.3264541948758104,-57.1562352875016,0.3393557268834084,0.9995813586590989,-2.540725208171394,-2.2290437002940746,-14.82052339033503,2.4700897422447126,0.2653793212474147,-8.485328068967435,-0.2939499597134978
2024-01-01,1.8139085193928732,-83.66146362059155,-406.406606669059,0.6548005820926591,-17.72443064540291,0.218005236669786,0.0257630677984309,0.22526983168286469,-6.434009983935642,1.2103237824034916,3.3286087195192033,-40.31072002488491,0.5927031383943859,0.3368590246388833,-62.374116412463366,0.3362368324210293,0.9845529210430529,-2.769983885010996,-2.4306131839742577,-16.173987452714385,2.6153744598772275,0.2684786358367004,-9.256692084376631,-0.2982589176718794
2024-02-01,1.8170105893095978,-90.91731114439457,-441.6883936775664,0.6510425214514126,-19.261144525651584,0.2228496860990377,0.025527232413331633,0.22606371734049194,-6.993107193511525,1.2310294006341445,3.417172017868393,-43.79715583784238,0.6024628620499992,0.35242961248007937,-67.82154510538642,0.33771869931451637,0.9799101180914322,-3.0092621364667393,-2.6415494773297206,-17.583920552045722,2.7597086734760614,0.27374662437063024,-10.061197239667417,-0.2877291209523489
2024-03-01,1.8184494534611941,-98.46620964719716,-478.38585189492056,0.6311841170937084,-20.859490099068164,0.22751796035764682,0.025401244522728805,0.22750544674793174,-7.575235041651989,1.2741870970163056,3.5569828077641605,-47.426494801766836,0.6071915967251855,0.36371936250107295,-73.4987292719862,0.3419888969431583,0.9869605855705292,-3.2584190509316344,-2.861671762387105,-19.050126351199253,2.887991337633074,0.27571719510595083,-10.898821550817294,-0.2558917454467704
2024-04-01,1.8305495338933921,-106.31448587093632,-516.5300231858959,0.6118959805141475,-22.52037121143688,0.229311855688852,0.025613822457571378,0.22899602391897006,-8.18042033638459,1.3256028004106613,3.763633586692142,-51.19892926887436,0.6052742052553048,0.3654058057834334,-79.40650373601022,0.34901241209485745,0.9877110435091935,-3.5167129629782035,-3.090127636988258,-20.57350703136381,3.0206058574124457,0.2720921330847741,-11.769536421668361,-0.2271767343603338
2024-05-01,1.8470702408092032,-114.46784935999924,-556.1542559665914,0.6020724373865137,-24.24573689660051,0.2281299088073187,0.02618800731908804,0.2302652362329168,-8.808644513263182,1.3558110962723724,4.003699742630456,-55.114800942488664,0.6000966882772791,0.3650022633835271,-85.54414093080824,0.3451758909355819,0.9677373960744753,-3.7845979844056967,-3.3261340623371414,-22.155711108316403,3.180925587865431,0.26687273403146505,-12.67330551394618,-0.21512093934919785
2024-06-01,1.8602556631439375,-122.92568523433414,-597.2497041252781,0.6037781675914936,-26.035705504952126,0.22768371647579655,0.026829635613128414,0.23019479572559937,-9.459930492496207,1.3539539095576805,4.24238227190569,-59.173838908563425,0.5933812418865929,0.37352430530489356,-91.90807997241971,0.33759422043139664,0.9425470439038904,-4.061905342056276,-3.569719384394676,-23.797582189885198,3.3617068060899182,0.26429669803833905,-13.610096834078927,-0.21227649256587744
2024-07-01,1.8795126333945738,-131.68651061347623,-639.7810135715388,0.6123969881590103,-27.889142806566717,0.22356799644124217,0.027232029304775626,0.22750535676678357,-10.133930837297333,1.3426067695914568,4.468417513287957,-63.37482250201802,0.5849447595402424,0.3930876268861009,-98.49685385902929,0.34003886685021645,0.9241608171351567,-4.348207387936824,-3.8215471362544426,-25.500254189879787,3.5406649695355465,0.2650757343297237,-14.579881662731772,-0.20241056042687222
2024-08-01,1.8932554747711827,-140.74491851781616,-683.7192550709365,0.6196362791245458,-29.804924189385886,0.21418958021738546,0.027048081696996844,0.22459223276046308,-10.830487383099575,1.3545116898830833,4.629216551867792,-67.71804131352484,0.5759432272217095,0.4156756914097234,-105.31222909821929,0.3451867823200242,0.9088129575433551,-4.644315760735575,-4.082259772899846,-27.26463795005027,3.68997939540755,0.2666836192872899,-15.582629059778979,-0.17509357943738646
2024-09-01,1.9019832779303698,-150.09544888032832,-729.0829143313046,0.6271541337231037,-31.781755535469447,0.2101801861979543,0.026264088260817775,0.22237769871456659,-11.549640748614559,1.3923246717432187,4.701880692527121,-72.20405516261924,0.5739547555679039,0.42683397060591244,-112.3592677913938,0.3466837259932992,0.8884214618771554,-4.94936299593566,-4.3521814808351635,-29.089099641975643,3.8106877802093915,0.26708465658119823,-16.61831054224991,-0.13813938188963426
