,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model,Normalized RMSE
Skill cat: Media and Communications,0.5200549014262643,0.4957150197798677,-4.680252330983487,160138.79166666666,predicted job posting shares 15_53_15_17_04_2023 VAR for presentation lvl category,0.1003261910088734
"Skill cat: Performing Arts, Sports, and Recreation",0.0083448597755846,0.0074617080421742,-10.58318242799389,2380.7291666666665,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.1024673953049153
Skill cat: Personal Care and Services,0.0072353641154025,0.0069283691476048,-4.242978831489286,1868.4166666666667,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.0516394301732707
Skill cat: Physical and Inherent Abilities,0.6800306258302887,0.6288969983792781,-7.519312441050514,204630.66666666663,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.1812133224493718
Skill cat: Property and Real Estate,0.0158432707072756,0.0151305923181573,-4.498303426646743,4773.083333333333,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.1309018022738077
Skill cat: Public Safety and National Security,0.0424567898715632,0.0412331695132087,-2.882036918137468,11864.9375,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.0817086874012181
Skill cat: Sales,0.2632694786212897,0.2723731592754591,3.4579324203642057,87691.125,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.046325716617233
Skill cat: Science and Research,0.137828604238614,0.1314468998339201,-4.6301741499505145,39599.395833333336,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.076408533209266
Skill cat: Social and Human Services,0.0356723944243313,0.046911538426944,31.50655901849621,8481.6875,predicted job posting shares 15_53_15_17_04_2023 VAR for presentation lvl category,0.2554336251056779
"Skill cat: Transportation, Supply Chain, and Logistics",0.2166069309535808,0.2321106990609474,7.157558642797571,71411.58333333333,predicted job posting shares 15_51_36_17_04_2023 ARIMA for presentation lvl category,0.0494365701031391
